10	coexist respiratori allergi cystic fibrosi preval respiratori allergi effect cours cystic fibrosi cf studi 63 patient fifteen patient 24 respiratori allergi defin histori physic examin posit allergi skin test nasal peripher eosinophilia revers airway obstruct serum immunoglobulin 15 allerg cf 22 nonallerg cf patient elev compar normal agematch control allerg cf patient significantli higher ige level mean 598 intern unit iu compar 281 iu igg igm iga level similar two cf group clinic condit allerg cf patient shwachman score better nonallerg suggest modul effect respiratori allergi sever diseas
11	letter silverrussel dwarfism cystic fibrosi taussig et al report case 6yearold boy russel variant silverrussel syndrom concomit cystic fibrosi would like describ anoth patient combin diseas pattern clinic find patient accord silverrussel syndrom cours possibl develop cystic fibrosi patient entir accident although coincid would statist rare event establish possibl relationship two condit would depend report similar case
12	cystic fibrosi black washington dc incid characterist intens search black cystic fibrosi cf washington dc period 1962 1971 disclos 16 black patient eight born district columbia decad calcul incid cf least one 17033 black newborn clinic cours patholog chang black cf similar white genet consider point autosom recess inherit black gener accept white diseas
13	present statu intrauterin diagnosi genet defect prenat diagnosi genet disord receiv increas attent past sever year rapid expans knowledg basi genet diseas develop reliabl diagnost method led rapid advanc intrauterin diagnosi larg number inherit disord prenat diagnosi initi use determin presenc down syndrom chromosom abnorm determin fetal sex pregnanc risk number sever xlink recess disord shortli thereaft becam clear techniqu could appli prenat diagnosi number inborn error metabol recent number new techniqu develop may prove great valu prenat diagnosi number sever congenit malform could diagnos prior birth goal review defin past achiev futur goal present limit intrauterin diagnosi first section deal gener approach use prenat diagnosi genet disord follow discuss specif applic basic techniqu intrauterin diagnosi chromosom abnorm inborn error metabol approach prenat diagnosi genet disord includ amniocentesi direct indirect visual fetu analysi matern blood urin sampl fetal tissu applic prenat genet diagnosi includ xlink recess disord chromosom abnorm inborn error metabol disord lipid metabol disord carbohydr metabol disord mucopolysaccharid metabol disord amino acid metabol miscellan disord cystic fibrosi techniqu provid parent method children without fear child specif deform addit develop approach increas number disord detect utero potenti treatment genet disord unlimit
14	polypoid cervic cystic fibrosi patient receiv oral contracept three 4 women cystic fibrosi clinic use combin form oral contracept develop acut polypoid cervic one woman polyp recur reinstitut medic resolut polyp instanc discontinu drug 2 3 affect women coincident deterior respiratori statu therefor suggest cystic fibrosi patient use oral contracept observ close regard pulmonari gynecolog statu
15	ataxiatelangiectasia chronic pneumonia sinus adenoid hypoplasia syndrom ataxiatelangiectasia character ataxia progress neurolog degener cutan conjunctiv telangiectasi immunolog defici roentgenolog evid chronic pulmonari sinu infect decreas lymphoid tissu usual present sinopulmonari abnorm resembl cystic fibrosi small adenoid mass may differenti aid
16	pulmonari involv adult cystic fibrosi cystic fibrosi longer rare adult lung main target organ basic lesion bronchial obstruct lead bronchiectasi interstiti infiltr cystlik chang characterist roentgenographi complic includ pulmonari hypertens pneumon hemorrhag pneumothorax littl correl exist respiratori tract pancreat gastrointestin involv despit similar pathogenesi pulmonari cystic fibrosi adult alway resembl condit children must differenti chronic interstiti diseas
17	letter select inhibit phagocyt activ rabbit alveolar macrophag cystic fibrosi serum far rabbit alveolar macrophag concern concentr homozyg cf serum use experi even greater fourfold concentr biggar associ state requir normal phagocytosi increas dilut homozyg cf sera either hank balanc salt solut normal human serum thu decreas concentr increas capac rabbit alveolar macrophag phagocyt kill pseudomona aeruginosa increas concentr opposit effect suspens rabbit alveolar macrophag human serum reduc phagocyt activ activ reduc human cf serum human normal serum unexpect high human serum concentr like toxic rabbit alveolar macrophag inhibit phagocytosi absent homozyg cf serum 24 hour old previous heat frozen use observ dilut increas macrophag phagocyt abil feel data demonstr presenc labil inhibitor rather defici sinc well known cf patient normal elev concentr immunoglobulin includ iga sera pulmonari secret respond infect iga shown essenti alveolar macrophag phagocytosi pseudomona aeruginosa cannot agre inhibit due iga defici also note sera use experi biggar associ store 70 degre c perhap may account differ result
18	letter plasma arginin esteras activ cystic fibrosi assay serum group cystic fibrosi patient oral arginin therapi group cystic fibrosi patient receiv treatment total arginin esteras activ untreat cystic fibrosi patient significantli lower serum arginin esteras activ normal control cystic fibrosi carrier cystic fibrosi patient receiv oral arginin therapi signific differ arginin esteras activ normal control cystic fibrosi carrier cystic fibrosi patient treat arginin recent observ differ arginin esteras plasma control patient electrofus polyacrylamid gel six activ band could detect plasma control wherea five could detect plasma patient work defici trypsinlik activ mix saliva patient cystic fibrosi reproduc anoth laboratori coburn recent confirm work defici arginin esteras serum patient cystic fibrosi present defici arginin esteras cystic fibrosi work hypothesi understand basic defect variat ph sodium chlorid content employ test 6 patient without diagnosi cystic fibrosi found alter level arginineesteras activ major differ two studi result control subject dr rao neglect mention laboratori unabl confirm find
19	rel sensit close volum children asthma cystic fibrosi abil detect abnorm lung function children asthma cystic fibrosi measur close volum studi 205 children flow volum characterist routin spirometri bodi plethysmographi arteri oxygen tension studi comparison close volum close volum less sensit detect diseas residu volum total lung capac ratio maximum expiratori flow volum curv arteri blood gase
20	bronchial asthma allerg rhiniti associ inhal pancreat extract five parent children cystic fibrosi develop allerg bronchospasm inhal pancreat extract sprinkl children food posit histori allergi past histori asthma 5 parent asthma respond bronchodil use face mask prepar meal prevent recurr date asthma precipit inhal pancreat extract seen patient cystic fibrosi
21	specif airway resist perinat period adulthood alter childhood pulmonari diseas airway resist lung volum measur modif plethysmograph method brisco duboi 1 calcul specif airway resist sraw 263 control subject rang age newborn 54 year mean sraw lowest newborn period increas rapidli adult level first year life age group mean sraw lower femal male control subject sraw greater 8 sec cm h2o decreas mean sraw 42 sec cm h2o femal 5 9 year age 35 sec cm h2o 18 year age parallel sexual matur similar chang observ male direct correl sraw clinic observ found young patient variou degre pulmonari involv cystic fibrosi
22	human respiratori tract secret 1 mucou glycoprotein secret cultur nasal polyp epithelium subject allerg rhiniti cystic fibrosi ciliat nasal polyp epithelium patient allerg rhiniti patient cystic fibrosi maintain organ cultur 168 hour explant epithelium retain morpholog characterist incorpor 35so4 3h blood group specif glycoprotein secret medium throughout cultur period label mucou glycoprotein solubil reduct alkyl purifi gel filtrat chromatographi purifi glycoprotein separ diethylaminoethyl deae cellulos column 3 blood group activ fraction fraction similar amino acid composit differ nacetyl neuramin acid fucos content rel incorpor 35so4 3hglucosamin blood group glycoprotein polyp epithelium patient allerg rhiniti cystic fibrosi indistinguish mani respect howev 35so4 per 3h ratio 3 glycoprotein fraction patient cystic fibrosi exceed correspond fraction secret patient allerg rhiniti
23	lung elast recoil cystic fibrosi pressurevolum behavior lung studi 24 patient cystic fibrosi isovolum flowpressur relationship measur 7 patient modif flowvolum test evalu detect flow reduct separ group 63 patient rel result control group 31 normal subject 13 24 patient grossli abnorm pressurevolum curv excess stiff lung near maximum volum loss recoil lower volum close volum patient often high enough caus signific disturb ga exchang elev close volum quantit explain low valu elast recoil modifi flowvolum test detect mild flow reduct mani patient otherwis normal pulmonari function test loss recoil per se account low maximum expiratori flow sinc upstream resist high howev pressureflow curv effortdepend high lung volum even patient sever airway obstruct show time constant empti vari wide patient conclud deterior lung function cystic fibrosi involv airway obstruct worsen ga trap explain progress loss lung elast recoil
24	use water vapor treatment lower respiratori diseas use bland aerosol particularli mist tent treatment lower respiratori diseas review convinc evid efficaci found surpris evid mist tent deposit littl water lower respiratori tract mist tent may detriment case bacteri contamin caus bronchospasm
25	plasma arginin esteras activ cystic fibrosi plasma arginin esteras activ measur 13 young adult patient cystic fibrosi 36 control subject enzym activ treat plasma chloroform ellag acid manner describ rao associ 1 differ found either arginin esteras activ patient cystic fibrosi control subject degre activ inhibit soybean trypsin inhibitor thu find rao associ defici arginin esteras activ plasma patient cystic fibrosi confirm
26	pulmonari physiotherapi pediatr age group spite widespread clinic impress pulmonari physic therapi includ breath exercis help pediatr age group object demonstr valu variou maneuv part lack evid volum sputum produc short period time patient cystic fibrosi increas cough accompani postur drainag pulmonari physic therapi longterm effect variou maneuv cours chronic pulmonari diseas remain unknown
27	studi neutron activ analysi measur sodium nail screen test cystic fibrosi present studi point simplic eas use fingernail toenail measur electrolyt level test cystic fibrosi procedur variou effect rang valu differ categori healthi diseas subject discuss limit method indic
28	upper respiratori tract cystic fibrosi earnosethroat survey 50 children earnosethroat survey carri 50 children age 4 10 year cystic fibrosi 10 shown transient deaf associ eustachian tube dysfunct confirm case secretori otiti media 10 children 20 found nasal polyp gave histori polypectomi though high incid middl ear problem children cystic fibrosi report usa neither deaf secretori otiti media found problem group studi
29	letter muscular perform vitamin e cystic fibrosi patient cystic fibrosi tocopherol defici presum result steatorrhoea evid possibl muscular involv cystic fibrosi patient clinic muscular weak wast mani patient biochem creatinuria creatinepoor diet revers find ingest tocopherol ester accompani decreas creatin plasma increas creatin muscl patholog focal lesion skelet muscl resembl nutrit muscular dystrophi ceroid pigment smooth muscl muscl strength measur bulb ergograph 45 patient cystic fibrosi attend clinic babi hospit columbia presbyterian medic center new york doubleblind studi half case receiv tocopherol oral remaind placebo signific increas muscl strength found patient receiv tocopherol period 6 month compar placebo group blood tocopherol level treat group return normal
30	influenc mist tent therapi sputum viscos water content cystic fibrosi hypothesi mist tent therapi decreas viscos sputum direct liquefact sputum lower respiratori tract test 6 patient cystic fibrosi cf first night patient slept without mist tent first morn sputum collect analysi follow 2 night patient randomli alloc tent suppli either jet ultrason nebul earli morn sputum analys volum viscos water content dna content index purul relat sputum viscos dna content water content volum furthermor consist relat sputum viscos volum expector presenc absenc 8hour stay tent either method water nebul result therefor suggest mist therapi consist influenc sputum viscos volum patient cf sputum water content 90 increas water content influenc viscos
31	chronic suppur lung diseas sister mimick cystic fibrosi two sister describ fatal chronic obstruct lung diseas unknown origin lung condit clinic histolog indistinguish cystic fibrosi salivari gland show patholog chang expect cystic fibrosi neither child abnorm sweat electrolyt bowel symptom pancrea normal necropsi
32	plasma protein meconium normal infant babi cystic fibrosi cellulos acet strip electrophoresi found suffici reliabl differenti normal cf meconium mark differ obtain quantit immunoelectrophoret method employ normal meconium shown contain alpha1antitrypsin alpha1antichymotrypsin sampl contain low concentr albumin measur amount varieti plasma protein suggest quantit immunoelectrophoresi could use mean confirm diagnosi cf posit result obtain meconium specimen screen test strip
33	letter cystic fibrosi coeliac diseas coexist cystic fibrosi coeliac diseas recent report suggest cystic fibrosi may predispos later develop coeliac diseas diagnosi coeliac diseas larg depend upon demonstr histolog chang small intestin jejun biopsi may distress small child suggest food protein antibodi studi may valu investig children cystic fibrosi gluten sensit suspect follow case decis perform jejun biopsi made studi posit food protein antibodi cereal antigen wheat oatmeal gluten rumin antigen cow milk calf serum persist detect patient blood jejun biopsi show partial villou atrophi shorten broaden branch villi satisfactori clinic improv gluten restrict
34	immunochem method detect albumin human meconium simpl immunochem techniqu util singl radial immunodiffus demonstr albumin human meconium describ comparison techniqu wide use sulphosalicyl acid precipit method report also attempt determin normal level albumin meconium
35	proceed neonat periton neonat periton remain danger condit factor complic diagnosi manag includ low incid divers aetiolog factor found sever underli associ diseas 28 case present sinc 1957 southmead gener hospit review thirteen aetiolog factor relat mother babi found 13 infant prematur 10 sever respiratori problem birth matern hydramnio present 7 6 babi exchang transfus commonest find gangren volvulu cystic fibrosi combin factor often present usual present biliou vomit abdomin distens failur pass normal meconium 4 case distend abdomen birth plain abdomin xray great diagnost valu pneumoperitoneum diagnost absent earli film treatment surgic close liaison paediatrician see babi first essenti assess result point mani babi small andor suffer seriou condit haemolyt diseas cystic fibrosi gangren volvulu 8 case consid unfit surgeri 20 submit surgeri 12 surviv mostli latter part seri
36	proceed experi ionspecif electrod measur sweat chlorid orion skin chlorid measur system evalu children variou age method found give reproduc result nearli case failur obtain reproduc relat inadequ sweat subject like occur first week life gener clear distinct healthi children patient cystic fibrosi method simpl reliabl provid oper reason experi instrument one distinct advantag method compar use filter paper speed result obtain design instrument made method complet safe patient notic slight tingl iontophoresi mean sweat chlorid normal 269 meql compar 1023 meql patient cystic fibrosi
37	screen cystic fibrosi examin meconium valu detect albumin meconium screen procedur cystic fibrosi cf assess 34228 sampl south wale north staffordshir 4year period simultan four method detect albumin evalu 12 case cf detect detect rate 60 incid diseas popul screen 1 1850 confirm clinic test procedur case cf without impair pancreat function like miss screen method depend presenc albumin meconium
38	cystic fibrosi 3 pakistani children caucasian european origin cystic fibrosi cf remain commonest recogn autosom recess disord appear rariti among colour race time record may suggest associ cf white recent year howev instanc cf children describ whose racial origin negroid mongoloid noneuropean caucasoid present case report concern 3 pakistani children born birmingham cf confirm 2 3 case 1 2 brother sister present incid diseas among asian immigr west midland approxim 110000
39	ultrastructur vitro format hydroxyapatit submandibular saliva children cystic fibrosi calcium phosphat precipit submandibular saliva patient cystic fibrosi elev calcium concentr shown electron microscopi transform stand vitro amorph calcium phosphat globul stellar cluster hydroxyapatit crystal amorph globul appear form regular nucleat point fine network unknown natur hydroxyapatit crystal format confirm electron diffract pattern chemic solubl zymogengranul spherul inclus bodi present greatli increas number cystic fibrosi submandibular saliva disintegr stand homogen appear bead hollow sphere
40	paneth cell metaplasia diseas colon rectum paneth cell metaplasia variabl featur divers diseas colon rectum paneth cell numer atroph mucosa chronic ulcer coliti juvenil polyp around colloid mucin carcinoma moder number paneth cell found cystic fibrosi pancrea ambeic coliti villou adenoma paneth cell spars diverticul adenomat polyp around nonmucin carcinoma studi paneth cell metaplasia associ mucu hypersecret mucin deposit suggest one function paneth cell control gastrointestin mucin viscos
41	anosm hypogonadotrop hypogonad kallman syndromea case histori complic cystic fibrosi associ anomasia hypogonad report increas frequenc past sever year case report kallman syndrom emphas import test anomasia patient manifest abnorm sexual develop
42	famili respons cystic fibrosi effect cystic fibrosi 50 victorian famili one affect children examin studi carri august 1972 februari 1973 social emot problem experienc famili member particularli patient mother report age social embarrass symptom awar differ creat major problem patient uncertainti prognosi doubt prospect employ special relev teenag suggest patient given ampl opportun earli adolesc onward discuss aspect diseas appropri provis made total care adult patient mani problem depress feel isol physic demand constant treatment parent children cystic fibrosi experi probabl similar confront parent chronic ill handicap children special difficulti stem genet basi cystic fibrosi knowledg eventu fatal outcom role profession member medic team touch particularli relat genet counsel provis practic emot support parent comment made establish lay organis financi strain associ obtain regular medic attent look suggest made minim econom problem certain vulner famili
43	cystic fibrosi effect media cultur cystic fibrosi fibroblast atpas activ membran associ atpas activ human red blood cell examin follow addit spent fibroblast cultur media normal cystic fibrosi cell line comparison normal unspent media cystic fibrosi media consist depress atpas activ
44	cystic fibrosi demonstr abnorm mucopolysaccharid cultur lymphoid line cultur lymphoid cell homozygot heterozygot cystic fibrosi could distinguish normal 1 growth pattern gross clump 2 rel increas dermatan sulfat normal total mucopolysaccharid content line deriv genet mucopolysaccharidos also characterist total mucopolysaccharid content markedli increas observ support hypothesi cellular disturb cystic fibrosi resid cellular region whose function would alter mucopolysaccharid composit
45	hereditari disord intestin transport hereditari abnorm intestin transport rare condit disproportion import inform give regard mechan intestin absorpt man main disabl usual diarrhoea may abnorm lack absorpt essenti nutrient occasion absorpt compound excess due failur normal control mechan diseas experi natur cannot exactli simul laboratori anim thu may occas give inform unobtain sourc often howev confirm mechan absorpt studi detail smaller mammal probabl applic man diseas associ defect transport proxim renal tubul well gut furnish evid therefor transport process close relat gut kidney least import step transport ident two site disord includ disord carbohydr absorpt hereditari defect amino acid absorpt hereditari defect absorpt fat hereditari disord intestin absorpt electrolyt hereditari defect vitamin b12 absorpt
46	elast sputum low shear rate elast sputum elast sputum determin use weissenberg rheogoniomet oscillatori test frequenc 001 08 cs sputum patient either asthma chronic bronchiti cystic fibrosi bronchiectasi macroscop mucoid mucopurul purul viscos plot shear rate rang two zone junction region distinguish zone 1 lowest shear rate elast increas slowli chang littl plateau region zone 2 increas sharpli contrast viscos plot plateau show noth 08 cs sampl show decreas elast although varianc sampl wide level elast characterist diseas one macroscop appear elast viscos correl significantli lowest shear rate asthmat bronchiectat sputa resembl correl still signific higher shear rate cystic fibrosi chronic bronchit sputum sinc last two mucou gland hypertrophi present may sputum higher mucu compon
47	immunolog studi children cystic fibrosi cf concentr immunoglobulin determin use mancini method standard 108 sera taken long term treatment 45 children cf 2 month 16 year old shown depend markedli clinic state children particularli presenc pulmonari tract infecti process infect caus rise immunoglobulin concentr predomin igm cf children age 3 yr predomin igg older children mean titer isohemagglutinin children cf higher healthi children low titer diphtheri stapholococc antibodi found case anti diphtheria antibodi attribut fact children regularli vaccin owe poor clinic condit low titer antistaphylococc antibodi well known find cours chronic staphylococc infect appropri bacteriolog test cf children furthermor lymphocyt show increas blastic transform stimul staphylococc filtrat transform phastimul lymphocyt normal ct 1 lieberman j rev respir di 116 1047 977
48	compar trial pancrex v fort nutrizym treatment malabsorpt cystic fibrosi crossov trial pancreat enzym replac therapi conduct 12 children cystic fibrosi use pancrex v fort nutrizym tablet equival dosag differ found effect product measur stool volum number bowel action faecal fat excret urin urea excret neither product elimin steatorrhoea though laboratori evid support choic nine patient express prefer nutrizym conclus trial prefer base partli smaller number tablet requir
49	failur bronchopulmonari lavag cystic fibrosi attempt retard deterior pulmonari function young man cystic fibrosi underw bronchopulmonari lavag entir lung spite theoret advantag lavag produc acut deterior patient clinic physiolog statu recov one month later conclud bronchopulmonari lavag cystic fibrosi may hazard reserv case convent method improv tracheobronchi clearanc fail
50	level galactosyltransferas activ sera normal children patient cystic fibrosi level galactosyltransferas studi sera obtain 59 normal individu vari age 5 19 year 29 cystic fibrosi patient vari age 5 33 year enzym level found children lower adult level sera cystic fibrosi patient found half normal sera correspond age group cystic fibrosi patient 20 year age normal level found
51	erythrocyt membran properti cystic fibrosi biochem properti erythrocyt membran studi cystic fibrosi patient agematch control signific differ could observ either concentr composit princip membran constitu contrari previou report found normal level mg2depend ca2 mg2depend atpas activ cf prepar howev qualit differ observ ca2depend atpas sinc enzym rel greater activ lower calcium concentr cystic prepar effect membranebound ca2atpas unlik repres genet defect enzym may connect mechan pathogenesi cystic fibrosi
52	properti microsom glycoprotein galactosyltransferas cultur human fibroblast relat cystic fibrosi level properti microsom glycoprotein galactosyltransferas cultur skin fibroblast control cystic fibrosi patient investig use bovin submaxillari gland mucin exogen acceptor although mean specif activ enzym higher tin cystic fibrosi fibroblast differ signific properti enzym regard ph optimum metal ion triton x100 requir appar km heat stabil nucleotidesugarnucleotid respons similar control cystic fibrosi fibroblast
53	ca2 uptak bind isol erythrocyt membran cystic fibrosi control subject ca2atpas activ high affin ca2 bind presenc absenc atp low affin ca2 bind ad cacl2 concentr 1 microm 100 microm 10 mm measur isol erythrocyt membran cystic fibrosi control subject signific differ detect two group measur
54	aspect immun patient cystic fibrosi variou aspect immun statu examin patient cystic fibrosi cf follow observ made ten per cent cf patient elev reduc serum igg concentr seem transient low serum iga concentr number serum igm concentr normal cf patient normal level three serum immunoglobulin igg iga igm detect sibl heterozygot serum ige concentr elev 32 patient cf normal concentr detect heterozygot sibl precipit antibodi variou antigen allergen detect sputum patient cf sera contain lower undetect titr antibodi precipit antibodi cf sputum bacteria agar semin fluid urin human serum may relat common antigen determin glycoprotein present fluid total protein concentr sputum cf patient seem reflect extent lung damag third compon c3 serum complement concentr normal moder elev cf patient test serum transferrin concentr normal cf patient prealbumin level depress suggest margin undernutrit peripher blood lymphocyt transform pha pwm appear normal cf patient
55	differenti diagnosi wheez children remark base postgradu lectur order differenti asthma disord resembl one attempt defin clearli mean asthma wheez simplist statement would defin asthma recur form dyspnea mark wheez breath sound incomplet definit appar asthma realli symptom complex labor wheez breath character hyperreact bronchi variou stimuli result gener narrow airway variabl scope often revers sympathomimet theophyllin deriv corticosteroid varieti condit must consid studi wheez child includ asthmat bronchiti acut bronchiti spasmod croup allerg cough habit cough foreign bodi cystic fibrosi mucoviscidosi right middl lobe syndrom upper lower respiratori tract condit simul asthma
56	glucos intoler threeyearold child cystic fibrosi glucos intoler preced pulmonari diseas child cystic fibrosi describ glucos intoler control tolbutamid pulmonari infect resolv earli recognit treatment diabet children cystic fibrosi emphas
57	chronic sinus children comment pathogenesi manag chronic sinus young children often invok sinu complaint full discomfort pain affect sinu older child verbal complaint rather secondari sign symptom lead physician suspect entiti children common chronic nasal discharg chronic nasal obstruct care nasal examin essenti recognit chronic sinus common predecessor chronic sinus allerg rhiniti probabl second common background acut chronic sinus chronic sinus children cystic fibrosi characterist find sinus common cleft lip cleft palat children infant children clinic sign chronic infect radiograph chang nose cultur sensit studi plan appropri antibiot therapi surgic therapi indic symptom chronic pain chronic otiti media chronic bronchiti orbit infect intracrani complic occur
58	serum alkalin phosphatas cystic fibrosi interpret elev valu base electrophoret isoenzym analys sera 31 146 patient cystic fibrosi cf contain level serum alkalin phosphatas ap elev agerel criteria promin liver isoenzym band present polyacrylamid gel electrophoresi 31 abnorm sera larger normal amount bone intestin ap present sera find indic liver abnorm consist respons elev total ap sera patient cf sever caus high liver ap level cf patient identifi chronic hepat congest drug hepatotox overt biliari cirrhosi commonli subclin focal biliari cirrhosi
59	differenti diagnosi childhood asthma asthma accord unit state nation tuberculosi associ diseas character increas respons trachea bronchi variou stimuli made manifest difficulti breath due gener narrow airway narrow dynam chang degre either spontan therapi basic defect appear alter state host maxim wheez asthma justifi reinforc import differenti diagnosi inde characterist featur asthma may found degre wide varieti chest condit gener system diseas purpos monograph review condit may confus asthma focu attent specif point import histori physic examin laboratori test result might provid clue final diagnosi
60	tobramycin therapi pulmonari infect patient cystic fibrosi six patient exacerb chronic pulmonari infect associ cystic fibrosi treat intramuscular tobramycin 5 mgkgday 3 divid dose eight treatment cours last 9 30 day mean serum level 25 microgml 1 3 hour 02 microgml 7 12 8 hour dose tobramycin mean tobramycin concentr sputum 03 microgml eightytwo percent 66 pathogen bacteri isol sputum either pseudomona sp 64 staphylococcu aureu 18 ninetyseven percent pseudomona sp 83 percent staphylococcu aureu inhibit 31 microg tobramycin per ml organ isol therapi observ becom resist tobramycin although 3 occas colon new resist gramneg bacilli occur 6 8 cours therapi patient show clinic improv elimin bacteri pathogen sputum rare achiev necessari produc clinic improv colon resist flora uncommon find tobramycin side effect limit local discomfort inject site nausea vomit
